classification_prompt,genre
"Tell me about the movie Daniel and Ana released in 2009. It is directed by Michel Franco and stars Dario Yazbek Bernal, duration of movie is 90.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Broken Embraces released in 2009. It is directed by Pedro Almodóvar and stars Penélope Cruz, duration of movie is 127.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Fighting released in 2009. It is directed by Dito Montiel and stars Channing Tatum, duration of movie is 105.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Damned United released in 2009. It is directed by Tom Hooper and stars Colm Meaney, duration of movie is 98.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Gentlemen Broncos released in 2009. It is directed by Jared Hess and stars Michael Angarano, duration of movie is 90.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Chéri released in 2009. It is directed by Stephen Frears and stars Michelle Pfeiffer, duration of movie is 86.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Tanner Hall released in 2009. It is directed by Francesca Gregorini and stars Rooney Mara, duration of movie is 96.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Cracks released in 2009. It is directed by Jordan Scott and stars Eva Green, duration of movie is 104.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie [Rec]² released in 2009. It is directed by Jaume Balagueró and stars Jonathan D. Mellor, duration of movie is 85.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Inception released in 2010. It is directed by Christopher Nolan and stars Leonardo DiCaprio, duration of movie is 148.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Iron Man 2 released in 2010. It is directed by Jon Favreau and stars Robert Downey Jr., duration of movie is 124.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Shutter Island released in 2010. It is directed by Martin Scorsese and stars Leonardo DiCaprio, duration of movie is 138.0 minutes. What is Genre of this movie?",Mystery
"Tell me about the movie Scott Pilgrim vs. the World released in 2010. It is directed by Edgar Wright and stars Michael Cera, duration of movie is 112.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Grown Ups released in 2010. It is directed by Dennis Dugan and stars Adam Sandler, duration of movie is 102.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie She's Out of My League released in 2010. It is directed by Jim Field Smith and stars Jay Baruchel, duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Kick-Ass released in 2010. It is directed by Matthew Vaughn and stars Aaron Taylor-Johnson, duration of movie is 117.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Black Swan released in 2010. It is directed by Darren Aronofsky and stars Natalie Portman, duration of movie is 108.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Town released in 2010. It is directed by Ben Affleck and stars Ben Affleck, duration of movie is 125.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Harry Potter and the Deathly Hallows: Part 1 released in 2010. It is directed by David Yates and stars Daniel Radcliffe, duration of movie is 146.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Flipped released in 2010. It is directed by Rob Reiner and stars Madeline Carroll, duration of movie is 90.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Social Network released in 2010. It is directed by David Fincher and stars Jesse Eisenberg, duration of movie is 120.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Robin Hood released in 2010. It is directed by Ridley Scott and stars Russell Crowe, duration of movie is 140.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Monsters released in 2010. It is directed by Gareth Edwards and stars Scoot McNairy, duration of movie is 94.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Insidious released in 2010. It is directed by James Wan and stars Patrick Wilson, duration of movie is 103.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Tangled released in 2010. It is directed by Nathan Greno and stars Mandy Moore, duration of movie is 100.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie RED released in 2010. It is directed by Robert Schwentke and stars Bruce Willis, duration of movie is 111.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie I Spit on Your Grave released in 2010. It is directed by Steven R. Monroe and stars Sarah Butler, duration of movie is 108.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie The Last Airbender released in 2010. It is directed by M. Night Shyamalan and stars Noah Ringer, duration of movie is 103.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie How to Train Your Dragon released in 2010. It is directed by Dean DeBlois and stars Jay Baruchel, duration of movie is 98.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie The American released in 2010. It is directed by Anton Corbijn and stars George Clooney, duration of movie is 105.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Incendies released in 2010. It is directed by Denis Villeneuve and stars Lubna Azabal, duration of movie is 131.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Sex and the City 2 released in 2010. It is directed by Michael Patrick King and stars Sarah Jessica Parker, duration of movie is 146.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Burlesque released in 2010. It is directed by Steve Antin and stars Cher, duration of movie is 119.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Alice in Wonderland released in 2010. It is directed by Tim Burton and stars Mia Wasikowska, duration of movie is 108.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Despicable Me released in 2010. It is directed by Pierre Coffin and stars Steve Carell, duration of movie is 95.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Love & Other Drugs released in 2010. It is directed by Edward Zwick and stars Jake Gyllenhaal, duration of movie is 112.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie True Grit released in 2010. It is directed by Ethan Coen and stars Jeff Bridges, duration of movie is 110.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Tourist released in 2010. It is directed by Florian Henckel von Donnersmarck and stars Johnny Depp, duration of movie is 103.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Twilight Saga: Eclipse released in 2010. It is directed by David Slade and stars Kristen Stewart, duration of movie is 124.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Percy Jackson & the Olympians: The Lightning Thief released in 2010. It is directed by Chris Columbus and stars Logan Lerman, duration of movie is 118.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Clash of the Titans released in 2010. It is directed by Louis Leterrier and stars Sam Worthington, duration of movie is 106.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Book of Eli released in 2010. It is directed by Albert Hughes and stars Denzel Washington, duration of movie is 118.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Blue Valentine released in 2010. It is directed by Derek Cianfrance and stars Ryan Gosling, duration of movie is 112.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Knight and Day released in 2010. It is directed by James Mangold and stars Tom Cruise, duration of movie is 109.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Piranha 3D released in 2010. It is directed by Alexandre Aja and stars Elisabeth Shue, duration of movie is 88.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie 127 Hours released in 2010. It is directed by Danny Boyle and stars James Franco, duration of movie is 94.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie The Expendables released in 2010. It is directed by Sylvester Stallone and stars Sylvester Stallone, duration of movie is 103.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Other Guys released in 2010. It is directed by Adam McKay and stars Will Ferrell, duration of movie is 107.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie TRON: Legacy released in 2010. It is directed by Joseph Kosinski and stars Jeff Bridges, duration of movie is 125.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Life as We Know It released in 2010. It is directed by Greg Berlanti and stars Katherine Heigl, duration of movie is 114.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie I Saw the Devil released in 2010. It is directed by Jee-woon Kim and stars Lee Byung-hun, duration of movie is 144.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Toy Story 3 released in 2010. It is directed by Lee Unkrich and stars Tom Hanks, duration of movie is 103.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie The Next Three Days released in 2010. It is directed by Paul Haggis and stars Russell Crowe, duration of movie is 133.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Easy A released in 2010. It is directed by Will Gluck and stars Emma Stone, duration of movie is 92.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The King's Speech released in 2010. It is directed by Tom Hooper and stars Colin Firth, duration of movie is 118.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie The Fighter released in 2010. It is directed by David O. Russell and stars Mark Wahlberg, duration of movie is 116.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Machete released in 2010. It is directed by Ethan Maniquis and stars Danny Trejo, duration of movie is 105.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Debt released in 2010. It is directed by John Madden and stars Helen Mirren, duration of movie is 113.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Megamind released in 2010. It is directed by Tom McGrath and stars Will Ferrell, duration of movie is 95.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie The Losers released in 2010. It is directed by Sylvain White and stars Idris Elba, duration of movie is 97.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Unstoppable released in 2010. It is directed by Tony Scott and stars Denzel Washington, duration of movie is 98.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Karate Kid released in 2010. It is directed by Harald Zwart and stars Jackie Chan, duration of movie is 140.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Eat Pray Love released in 2010. It is directed by Ryan Murphy and stars Julia Roberts, duration of movie is 133.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Centurion released in 2010. It is directed by Neil Marshall and stars Michael Fassbender, duration of movie is 97.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The A-Team released in 2010. It is directed by Joe Carnahan and stars Liam Neeson, duration of movie is 117.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Animal Kingdom released in 2010. It is directed by David Michôd and stars James Frecheville, duration of movie is 113.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Hot Tub Time Machine released in 2010. It is directed by Steve Pink and stars John Cusack, duration of movie is 101.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Prince of Persia: the Sands of Time released in 2010. It is directed by Mike Newell and stars Jake Gyllenhaal, duration of movie is 116.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Diary of a Wimpy Kid released in 2010. It is directed by Thor Freudenthal and stars Zachary Gordon, duration of movie is 120.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Never Let Me Go released in 2010. It is directed by Mark Romanek and stars Keira Knightley, duration of movie is 103.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Predators released in 2010. It is directed by Nimród Antal and stars Adrien Brody, duration of movie is 107.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Buried released in 2010. It is directed by Rodrigo Cortés and stars Ryan Reynolds, duration of movie is 95.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Legion released in 2010. It is directed by Scott Stewart and stars Paul Bettany, duration of movie is 100.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Remember Me released in 2010. It is directed by Allen Coulter and stars Robert Pattinson, duration of movie is 113.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Jonah Hex released in 2010. It is directed by Jimmy Hayward and stars Josh Brolin, duration of movie is 81.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Salt released in 2010. It is directed by Phillip Noyce and stars Angelina Jolie, duration of movie is 100.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Morning Glory released in 2010. It is directed by Roger Michell and stars Rachel McAdams, duration of movie is 107.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Winter's Bone released in 2010. It is directed by Debra Granik and stars Jennifer Lawrence, duration of movie is 100.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie A Nightmare on Elm Street released in 2010. It is directed by Samuel Bayer and stars Jackie Earle Haley, duration of movie is 95.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Resident Evil: Afterlife released in 2010. It is directed by Paul W.S. Anderson and stars Milla Jovovich, duration of movie is 96.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Takers released in 2010. It is directed by John Luessenhop and stars Chris Brown, duration of movie is 107.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Boy released in 2010. It is directed by Taika Waititi and stars James Rolleston, duration of movie is 87.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Way Back released in 2010. It is directed by Peter Weir and stars Jim Sturgess, duration of movie is 133.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Killers released in 2010. It is directed by Robert Luketic and stars Katherine Heigl, duration of movie is 100.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Tucker and Dale vs Evil released in 2010. It is directed by Eli Craig and stars Tyler Labine, duration of movie is 89.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Due Date released in 2010. It is directed by Todd Phillips and stars Robert Downey Jr., duration of movie is 95.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Devil released in 2010. It is directed by John Erick Dowdle and stars Chris Messina, duration of movie is 80.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Green Zone released in 2010. It is directed by Paul Greengrass and stars Matt Damon, duration of movie is 115.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Faster released in 2010. It is directed by George Tillman Jr. and stars Dwayne Johnson, duration of movie is 98.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Super released in 2010. It is directed by James Gunn and stars Rainn Wilson, duration of movie is 96.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie It's Kind of a Funny Story released in 2010. It is directed by Anna Boden and stars Keir Gilchrist, duration of movie is 101.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Crazies released in 2010. It is directed by Breck Eisner and stars Radha Mitchell, duration of movie is 101.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Shrek Forever After released in 2010. It is directed by Mike Mitchell and stars Mike Myers, duration of movie is 93.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie The Chronicles of Narnia: the Voyage of the Dawn Treader released in 2010. It is directed by Michael Apted and stars Ben Barnes, duration of movie is 113.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Saw: The Final Chapter released in 2010. It is directed by Kevin Greutert and stars Tobin Bell, duration of movie is nan minutes. What is Genre of this movie?",Crime
"Tell me about the movie Let Me In released in 2010. It is directed by Matt Reeves and stars Kodi Smit-McPhee, duration of movie is 116.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Wolfman released in 2010. It is directed by Joe Johnston and stars Benicio Del Toro, duration of movie is nan minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Kids Are All Right released in 2010. It is directed by Lisa Cholodenko and stars Annette Bening, duration of movie is 106.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Date Night released in 2010. It is directed by Shawn Levy and stars Steve Carell, duration of movie is 88.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Leap Year released in 2010. It is directed by Anand Tucker and stars Amy Adams, duration of movie is 100.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Four Lions released in 2010. It is directed by Christopher Morris and stars Will Adamsdale, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Little Fockers released in 2010. It is directed by Paul Weitz and stars Ben Stiller, duration of movie is 98.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Runaways released in 2010. It is directed by Floria Sigismondi and stars Kristen Stewart, duration of movie is 106.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie The Sorcerer's Apprentice released in 2010. It is directed by Jon Turteltaub and stars Nicolas Cage, duration of movie is 109.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie MacGruber released in 2010. It is directed by Jorma Taccone and stars Will Forte, duration of movie is 90.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Frozen released in 2010. It is directed by Adam Green and stars Shawn Ashmore, duration of movie is 93.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Beyond the Black Rainbow released in 2010. It is directed by Panos Cosmatos and stars Eva Bourne, duration of movie is 110.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie The Ghost Writer released in 2010. It is directed by Roman Polanski and stars Ewan McGregor, duration of movie is 128.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Skyline released in 2010. It is directed by Colin Strause and stars Eric Balfour, duration of movie is 92.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Uncle Boonmee Who Can Recall His Past Lives released in 2010. It is directed by Apichatpong Weerasethakul and stars Thanapat Saisaymar, duration of movie is 114.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Edge of Darkness released in 2010. It is directed by Martin Campbell and stars Mel Gibson, duration of movie is 117.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Man from Nowhere released in 2010. It is directed by Jeong-beom Lee and stars Won Bin, duration of movie is 119.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Ramona and Beezus released in 2010. It is directed by Elizabeth Allen Rosenbaum and stars Joey King, duration of movie is 103.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Trollhunter released in 2010. It is directed by André Øvredal and stars Otto Jespersen, duration of movie is 103.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Valentine's Day released in 2010. It is directed by Garry Marshall and stars Julia Roberts, duration of movie is 125.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Letters to Juliet released in 2010. It is directed by Gary Winick and stars Amanda Seyfried, duration of movie is 105.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Dear John released in 2010. It is directed by Lasse Hallström and stars Channing Tatum, duration of movie is 108.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Get Him to the Greek released in 2010. It is directed by Nicholas Stoller and stars Jonah Hill, duration of movie is 109.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Dinner for Schmucks released in 2010. It is directed by Jay Roach and stars Steve Carell, duration of movie is 114.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie How Do You Know released in 2010. It is directed by James L. Brooks and stars Reese Witherspoon, duration of movie is 121.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Secret World of Arrietty released in 2010. It is directed by Hiromasa Yonebayashi and stars Amy Poehler, duration of movie is 94.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Gulliver's Travels released in 2010. It is directed by Rob Letterman and stars Jack Black, duration of movie is 85.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Submarine released in 2010. It is directed by Richard Ayoade and stars Craig Roberts, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Tooth Fairy released in 2010. It is directed by Michael Lembeck and stars Dwayne Johnson, duration of movie is 101.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Switch released in 2010. It is directed by Josh Gordon and stars Jennifer Aniston, duration of movie is 101.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Step Up released in 2010. It is directed by Jon M. Chu and stars Sharni Vinson, duration of movie is 107.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Way released in 2010. It is directed by Emilio Estevez and stars Martin Sheen, duration of movie is 123.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Elektra Luxx released in 2010. It is directed by Sebastian Gutierrez and stars Joseph Gordon-Levitt, duration of movie is 100.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Black Death released in 2010. It is directed by Christopher Smith and stars Eddie Redmayne, duration of movie is 102.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Certified Copy released in 2010. It is directed by Abbas Kiarostami and stars Juliette Binoche, duration of movie is 106.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Wall Street: Money Never Sleeps released in 2010. It is directed by Oliver Stone and stars Shia LaBeouf, duration of movie is 133.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Last Song released in 2010. It is directed by Julie Anne Robinson and stars Miley Cyrus, duration of movie is 107.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Cop Out released in 2010. It is directed by Kevin Smith and stars Bruce Willis, duration of movie is 107.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Rubber released in 2010. It is directed by Quentin Dupieux and stars Stephen Spinella, duration of movie is 82.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Biutiful released in 2010. It is directed by Alejandro G. Iñárritu and stars Javier Bardem, duration of movie is 148.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie You Again released in 2010. It is directed by Andy Fickman and stars Kristen Bell, duration of movie is 105.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Bounty Hunter released in 2010. It is directed by Andy Tennant and stars Jennifer Aniston, duration of movie is 110.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie From Paris with Love released in 2010. It is directed by Pierre Morel and stars John Travolta, duration of movie is 92.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie 13 Assassins released in 2010. It is directed by Takashi Miike and stars Kôji Yakusho, duration of movie is 141.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Nanny McPhee Returns released in 2010. It is directed by Susanna White and stars Emma Thompson, duration of movie is 109.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie All Good Things released in 2010. It is directed by Andrew Jarecki and stars Ryan Gosling, duration of movie is 101.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Wild Target released in 2010. It is directed by Jonathan Lynn and stars Bill Nighy, duration of movie is 98.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie When in Rome released in 2010. It is directed by Mark Steven Johnson and stars Kristen Bell, duration of movie is 91.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Going the Distance released in 2010. It is directed by Nanette Burstein and stars Drew Barrymore, duration of movie is 102.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Somewhere released in 2010. It is directed by Sofia Coppola and stars Stephen Dorff, duration of movie is 97.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Secretariat released in 2010. It is directed by Randall Wallace and stars Diane Lane, duration of movie is 123.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Ip Man 2 released in 2010. It is directed by Wilson Yip and stars Donnie Yen, duration of movie is 108.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Death at a Funeral released in 2010. It is directed by Neil LaBute and stars Chris Rock, duration of movie is 92.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Spy Next Door released in 2010. It is directed by Brian Levant and stars Jackie Chan, duration of movie is 94.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Hereafter released in 2010. It is directed by Clint Eastwood and stars Matt Damon, duration of movie is 129.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Repo Men released in 2010. It is directed by Miguel Sapochnik and stars Jude Law, duration of movie is 111.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Vampires Suck released in 2010. It is directed by Jason Friedberg and stars Jenn Proske, duration of movie is 82.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie I'm Still Here released in 2010. It is directed by Casey Affleck and stars Joaquin Phoenix, duration of movie is 108.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Whistleblower released in 2010. It is directed by Larysa Kondracki and stars Rachel Weisz, duration of movie is 112.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Tamara Drewe released in 2010. It is directed by Stephen Frears and stars Gemma Arterton, duration of movie is 107.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Twelve released in 2010. It is directed by Joel Schumacher and stars Chace Crawford, duration of movie is 93.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Housemaid released in 2010. It is directed by Sang-soo Im and stars Jeon Do-yeon, duration of movie is 107.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Beginners released in 2010. It is directed by Mike Mills and stars Ewan McGregor, duration of movie is 105.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Legend of the Guardians: the Owls of Ga'Hoole released in 2010. It is directed by Zack Snyder and stars Jim Sturgess, duration of movie is 97.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie Rabbit Hole released in 2010. It is directed by John Cameron Mitchell and stars Nicole Kidman, duration of movie is 91.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Meek's Cutoff released in 2010. It is directed by Kelly Reichardt and stars Michelle Williams, duration of movie is 104.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Conviction released in 2010. It is directed by Tony Goldwyn and stars Hilary Swank, duration of movie is 107.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Trust released in 2010. It is directed by David Schwimmer and stars Clive Owen, duration of movie is 106.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie My Name Is Khan released in 2010. It is directed by Karan Johar and stars Shah Rukh Khan, duration of movie is 165.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Last Night released in 2010. It is directed by Massy Tadjedin and stars Keira Knightley, duration of movie is 93.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Company Men released in 2010. It is directed by John Wells and stars Ben Affleck, duration of movie is 104.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Cyrus released in 2010. It is directed by Jay Duplass and stars John C. Reilly, duration of movie is 91.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Paranormal Activity 2 released in 2010. It is directed by Tod Williams and stars Katie Featherston, duration of movie is 91.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie The Killer Inside Me released in 2010. It is directed by Michael Winterbottom and stars Casey Affleck, duration of movie is 109.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie The Extra Man released in 2010. It is directed by Shari Springer Berman and stars Kevin Kline, duration of movie is 108.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Greenberg released in 2010. It is directed by Noah Baumbach and stars Ben Stiller, duration of movie is 107.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Stone released in 2010. It is directed by John Curran and stars Edward Norton, duration of movie is 105.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Why Did I Get Married Too? released in 2010. It is directed by Tyler Perry and stars Janet Jackson, duration of movie is 121.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Last Exorcism released in 2010. It is directed by Daniel Stamm and stars Patrick Fabian, duration of movie is 87.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Dirty Girl released in 2010. It is directed by Abe Sylvia and stars Juno Temple, duration of movie is 90.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie London Boulevard released in 2010. It is directed by William Monahan and stars Colin Farrell, duration of movie is 103.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Fair Game released in 2010. It is directed by Doug Liman and stars Naomi Watts, duration of movie is 108.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie The Silence released in 2010. It is directed by Baran bo Odar and stars Ulrich Thomsen, duration of movie is 118.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie The Back-up Plan released in 2010. It is directed by Alan Poul and stars Jennifer Lopez, duration of movie is 104.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie What If... released in 2010. It is directed by Dallas Jenkins and stars Kevin Sorbo, duration of movie is 111.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Udaan released in 2010. It is directed by Vikramaditya Motwane and stars Rajat Barmecha, duration of movie is 134.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Don't Be Afraid of the Dark released in 2010. It is directed by Troy Nixey and stars Katie Holmes, duration of movie is 99.0 minutes. What is Genre of this movie?",Fantasy
"Tell me about the movie Country Strong released in 2010. It is directed by Shana Feste and stars Garrett Hedlund, duration of movie is 117.0 minutes. What is Genre of this movie?",Drama
